DRUG_ID,DRUG_NAME,INDICATION_FDB
2497,sulfacetamide,Iridocyclitis
2534,sulindac,Bursitis
2544,sunitinib,Pancreatic Neuroendocrine Tumor
988,edrophonium,Neuromuscular Block due to Nondepolarizing Drug
1013,enoxacin,Urinary tract infectious disease
4213,hydrocortisone acetate,Adrenogenital disorder
4146,testosterone propionate,Delayed puberty
4169,ceftaroline fosamil,Rhinoscleroma
4142,sulfadiazine silver,Burn Wound Infections
1768,methylprednisolone,Progressive Diffuse Large B Cell Lymphoma
1764,methylergometrine,Postpartum hemorrhage
1728,methadone,Opioid withdrawal
1845,morphine,Pain
1790,metronidazole,Rosacea
1790,metronidazole,Abscess of brain
1800,miconazole,Tinea cruris
1817,misoprostol,Osteoarthritis in Patients at High Ulcer Risk
1832,mometasone furoate,Granuloma annulare
1795,mezlocillin,Gonorrhea
2466,sparfloxacin,Chlamydial pneumonia
2492,sulbactam,Bacteroides Gynecological Infections
2611,tetracycline,Syphilis
2611,tetracycline,Duodenal Ulcer due to H. Pylori
2609,tetrabenazine,Huntington's chorea
2572,tazobactam,Complicated Skin and Skin Structure Infection
2725,triamcinolone,Transplanted organ rejection
2712,trandolapril,Hypertensive disorder
2725,triamcinolone,Lichen planus
2656,ticarcillin,Pelvic abscess
2656,ticarcillin,Klebsiella Endometritis
2661,tigecycline,Infectious disease of abdomen
2661,tigecycline,Legionella Pneumophila Pneumonia
1219,flurbiprofen,Prevention of Ocular Surgery Induced Miosis
1261,fusidic acid,Chlamydial infection
1261,fusidic acid,Gastrointestinal anthrax
1261,fusidic acid,Klebsiella Pneumoniae Osteomyelitis
4459,procaine benzylpenicillin,Erysipeloid
4454,testosterone cypionate,Male hypogonadism
4485,diflorasone diacetate,Contact dermatitis
4451,prednisolone sodium phosphate,Bacterial conjunctivitis
4284,silicon dioxide,Peptic ulcer
4296,potassium iodide,Nasal congestion
4287,calcium acetate,Hypocalcemic tetany
4647,fluorometholone acetate,Punctate keratopathy
621,chlorpromazine,Pre Op Apprehension
621,chlorpromazine,Intractable Hiccups
659,ciprofloxacin,Gram Negative Aerobic Bacillary Pneumonia
636,ciclopirox,Seborrheic dermatitis
660,cisapride,Gastroesophageal reflux disease
691,clofarabine,Acute lymphoid leukemia
725,codeine,Tension type headache
720,cloxacillin,Infection due to Staphylococcus aureus
2727,triamcinolone diacetate,Inflammatory bowel disease
2740,trifluoperazine,Anxiety
2832,thiamine,Thiamin deficiency
1204,fluocinolone acetonide,Plaque psoriasis
1187,fluconazole,Candidemia
1280,gatifloxacin,Pneumonia due to Mycoplasma pneumoniae
1330,grepafloxacin,Acute Moraxella catarrhalis bronchitis
1283,gemcitabine,Metastatic Breast Carcinoma
4664,benzoic acid,Pemphigus
4520,potassium hydrogencarbonate,Hypokalemia Prevention
4,levobupivacaine,Regional Anesthesia for Postoperative Pain
52,paracetamol,Sinus headache
56,acetazolamide,Secondary glaucoma
66,acetylcysteine,Contrast Media Induced Nephrotoxicity Prevention
749,cyclizine,Allergic conjunctivitis
824,dexamethasone,Loeffler's syndrome
3018,benzethonium,Itching of skin
3096,cholic acid,Incomplete passage of stool
1356,halothane,General anesthesia
1388,hydrocortisone,Primary cutaneous T cell lymphoma
1388,hydrocortisone,Transfusion Reaction Urticaria
1392,hydroflumethiazide,Hypertensive disorder
1388,hydrocortisone,Iritis
1426,imipenem,Haemophilus influenzae pneumonia
102,alatrofloxacin,Legionella Pneumophila Pneumonia
157,amikacin,Burn Wound Infections
157,amikacin,Proteus meningitis
198,ampicillin,Proteus septicemia
198,ampicillin,Pneumococcal pharyngitis
198,ampicillin,Infection due to Escherichia coli
197,amphotericin B,Leishmaniasis
197,amphotericin B,Candida Peritonitis
242,aripiprazole,"Bipolar affective disorder, current episode manic"
854,diazoxide,Islet cell hyperplasia
888,dihydroergotamine,Migraine
937,dobutamine,Cardiac Decompensation
3909,clindamycin phosphate,Anaerobic Peritonitis
4127,serine,Escherichia coli urinary tract infection
3487,pramocaine,Minor Skin Wound Pain
3487,pramocaine,Hemorrhoids
3487,pramocaine,Prevent Minor Bacterial Skin Infection
1569,levofloxacin,Bacterial urinary infection
244,arsenic trioxide,"Acute myelomonocytic leukemia, FAB M4"
279,aztreonam,Septicemia due to Serratia
277,azlocillin,Haemophilus influenzae pneumonia
334,benzyl alcohol,Skin irritation
1005,enalapril,Hypertensive disorder
1009,enflurane,General anesthesia
1055,esomeprazole,Peptic reflux disease
1098,etidronic acid,Humoral hypercalcemia of malignancy
4213,hydrocortisone acetate,Acquired thrombocytopenia
4213,hydrocortisone acetate,Multiple sclerosis
4217,potassium acetate,Hypokalemia Prevention
4146,testosterone propionate,Male hypogonadism
4169,ceftaroline fosamil,Haemophilus influenzae pneumonia
1611,loteprednol etabonate,Anterior uveitis
1603,loracarbef,Haemophilus influenzae pneumonia
1606,lorazepam,Atonic seizure
1764,methylergometrine,Postabortal Hemorrhage
374,biperiden,Postencephalitic parkinsonism
349,betamethasone acetate,Articular gout
1059,estradiol cypionate,Contraception
1261,fusidic acid,Proteus pneumonia
1243,fosfomycin,Enterococcus Urinary Tract Infection
4276,piperonyl butoxide,Pediculosis corporis
4261,ferrous fumarate,Contraception
4269,zinc acetate,Skin irritation
4247,neomycin,Infective blepharitis
4493,alclometasone dipropionate,Pruritus of genital organs
4436,aluminium chloride,Hyperhidrosis
4459,procaine benzylpenicillin,Congenital syphilis
4404,cobamamide,Prevention of Vitamin B12 Deficiency
1738,methapyrilene,Allergic rhinitis
1758,methsuximide,Epilepsy
1813,minocycline,Pharyngitis
1802,midazolam,Preoperative Anxiety
1816,mirtazapine,Major depressive disorder
1819,mitomycin,Metastatic Gastric Cancer
546,cefotaxime,Citrobacter Urinary Tract Infection
526,cefadroxil,Streptococcal tonsillitis
526,cefadroxil,Infection due to Staphylococcus aureus
530,cefazolin,Infection of bone
527,cefamandole,Infection due to Enterobacteriaceae
559,ceftazidime,Pseudomonas Aeruginosa Urinary Tract Infection
550,cefoxitin,Intra Abdominal Clostridium Abscess
547,cefotetan,Bacteroides Pelvic Inflammatory Disease
550,cefoxitin,Infection of bone
564,ceftriaxone,Gonorrhea of rectum
564,ceftriaxone,Streptococcal septicemia
563,ceftizoxime,H. Influenzae Meningitis
574,cefalotin,Urinary tract infectious disease
594,chlordiazepoxide,Peptic ulcer
1205,fluocinonide,Atopic dermatitis
1280,gatifloxacin,Klebsiella cystitis
4454,testosterone cypionate,Menopausal flushing
4383,calcium lactate,Hyperkalemia
4513,magnesium silicate,Gastric Hypersecretory Conditions
4548,flumetasone,Pruritus ani
1854,moxifloxacin,Complicated Skin and Skin Structure Staphylococcus Aureus Infection
1854,moxifloxacin,Pneumococcal pneumonia
1854,moxifloxacin,Infectious disease of abdomen
1981,ofloxacin,Bacterial Corneal Ulcer Infection
1967,norfloxacin,Acute gonococcal cervicitis
1967,norfloxacin,Complicated Urinary Tract Infections
1949,nitrofurantoin,Staphylococcus Aureus Urinary Tract Infection
626,chlorzoxazone,Spasticity
678,clindamycin,Infection of bone
704,clonidine,Attention deficit hyperactivity disorder
1402,hyoscyamine,Excessive salivation
1388,hydrocortisone,Tinea corporis
1388,hydrocortisone,Post traumatic osteoarthritis
1505,isosorbide dinitrate,Angina Pectoris Prevention
1440,indomethacin,Tendinitis
1501,isosorbide,Ocular hypertension
1523,ketamine,Local anesthesia
1407,ibuprofen,Osteoarthritis
4565,hematin,Iron deficiency anemia
102,alatrofloxacin,Haemophilus Influenzae Bronchitis
157,amikacin,Escherichia coli meningitis
2041,oxytetracycline,Acute gonococcal endometritis
2006,oxacillin,Continuation Therapy for Acute Osteomyelitis
2006,oxacillin,Staphylococcus Aureus Bronchitis
2006,oxacillin,Pharyngitis
728,colestipol,Hyperlipidemia
734,cortisone acetate,Chronic ulcerative proctitis
1659,medroxyprogesterone,Postmenopausal osteoporosis
1659,medroxyprogesterone,Endometrial carcinoma
1680,menadiol sulfate,Factor II deficiency
192,amoxicillin,Streptococcal tonsillitis
198,ampicillin,Proteus urinary tract infection
197,amphotericin B,Fungal Urinary Tract Infection
279,aztreonam,Klebsiella Endometritis
279,aztreonam,Pseudomonas Aeruginosa Urinary Tract Infection
2083,phenoxymethylpenicillin,Streptococcal tonsillitis
2068,paroxetine,Premenstrual dysphoric disorder
2082,benzylpenicillin,Latent early syphilis
2081,penicillamine,Wilson's disease
2253,prednisone,Psoriasis with arthropathy
2284,promazine,Nasal congestion
2274,prochlorperazine,Nonpsychotic Anxiety
2331,mepyramine,Nasal congestion
2331,mepyramine,Sinus headache
2406,rosuvastatin,Familial hypercholesterolemia homozygous
824,dexamethasone,Progressive Diffuse Large B Cell Lymphoma
824,dexamethasone,Otitis Externa Seborrhea
819,desoximetasone,Atopic dermatitis
912,dinoprost,Incomplete miscarriage
870,dienestrol,Atrophic vaginitis
1967,norfloxacin,Prevotella Postpartum Infection
1967,norfloxacin,Complicated Bacterial Peritonitis
520,carteolol,Ocular hypertension
512,carmustine,Non Hodgkin's lymphoma
546,cefotaxime,Fusobacterium Endometritis
539,cefmetazole,Pneumonia due to Streptococcus
535,cefepime,Complicated Klebsiella Peritonitis
542,cefonicid,Streptococcus pyogenes infection
525,cefaclor,Streptococcus Pneumoniae Bronchitis
530,cefazolin,Infection of skin AND/OR subcutaneous tissue
534,cefditoren pivoxil,Infection due to Staphylococcus aureus
527,cefamandole,Klebsiella cystitis
559,ceftazidime,Complicated Proteus UTI
550,cefoxitin,Skin and Skin Structure Clostridium Infection
564,ceftriaxone,Skin and Skin Structure Serratia Infection
2497,sulfacetamide,Superficial Ocular Infection
2514,sulfamethoxazole,Acute otitis media
2527,sulfathiazole,Gardnerella Vaginalis Bacterial Vaginosis
961,doxycycline,Acute gonococcal endometritis
961,doxycycline,Acute gonococcal epididymo orchitis
1057,estradiol,Menopausal flushing
2132,pheniramine,Cough
2082,benzylpenicillin,Fusospirochetal pharyngitis
2081,penicillamine,Cystinuria
2042,oxytocin,Postpartum hemorrhage
563,ceftizoxime,Haemophilus influenzae pneumonia
571,cefalexin,Osteomyelitis due to Staphylococcus aureus
571,cefalexin,Streptococcal tonsillitis
568,celecoxib,Rheumatoid arthritis
574,cefalotin,Lower respiratory tract infection
565,cefuroxime,Haemophilus Parainfluenzae Chronic Bronchitis
609,chlorothiazide,Edema due to Hepatic Cirrhosis
607,chloroquine,Plasmodium Malariae Malaria Prevention
2607,testosterone,Hypogonadotropic hypogonadism
2725,triamcinolone,Primary cutaneous T cell lymphoma
2708,torsemide,Renal Disease with Edema
2725,triamcinolone,Disorder of eye
2656,ticarcillin,Genitourinary Tract Infections
2656,ticarcillin,Citrobacter Urinary Tract Infection
1046,ertapenem,Post Op Gynecologic Infection due to Prevotella
1140,felbamate,Lennox Gastaut syndrome
1261,fusidic acid,Complicated Urinary Tract Infections
1231,folic acid,Vitamin deficiency
2142,phentolamine,Hypertension Secondary to Pheochromocytoma
2187,piperacillin,Gonorrhea
2187,piperacillin,Bacterial infection due to Serratia
2187,piperacillin,Skin and Skin Structure Pseudomonas Aeruginosa Infection
2187,piperacillin,Enterococcus Pelvic Cellulitis
2148,phenylpropanol,Allergic rhinitis
2245,prednisolone,Congenital adrenal hyperplasia
2245,prednisolone,Tenosynovitis
2245,prednisolone,Blepharoconjunctivitis
2245,prednisolone,Iritis
2210,piroxicam,Rheumatoid arthritis
2243,prednicarbate,Plaque psoriasis
659,ciprofloxacin,Infection of skin AND/OR subcutaneous tissue
659,ciprofloxacin,Serratia Osteomyelitis
659,ciprofloxacin,Acute maxillary sinusitis
626,chlorzoxazone,Muscle Spasm with Pain
632,cyclacillin,Infective otitis media
704,clonidine,Hypertensive disorder
708,clopidogrel,Non Q wave myocardial infarction
4606,clocortolone pivalate,Pruritus of genital organs
720,cloxacillin,Staphylococcus Epidermidis Urinary Tract Infection
734,cortisone acetate,Contact dermatitis
2762,tripelennamine,Vasomotor rhinitis
2762,tripelennamine,Nasal congestion
2727,triamcinolone diacetate,Multiple sclerosis
2727,triamcinolone diacetate,Synovitis due to Osteoarthritis
2745,trihexyphenidyl,Postencephalitic parkinsonism
2726,triamcinolone acetonide,Allergic rhinitis
2726,triamcinolone acetonide,Nephrotic syndrome
2832,thiamine,Prevention of Vitamin B12 Deficiency
2777,trovafloxacin,Bacterial infection due to Klebsiella pneumoniae
2777,trovafloxacin,Enterococcus Endomyometritis
1225,fluticasone propionate,Contact dermatitis
1204,fluocinolone acetonide,Scalp psoriasis
1170,fexofenadine,Sneezing
1336,guaifenesin,Nasal discharge
1280,gatifloxacin,Haemophilus Parainfluenzae Pneumonia
2350,rabeprazole,Pathological Gastric Hypersecretory Condition
774,dactinomycin,Ewing's sarcoma
824,dexamethasone,Acute lymphoid leukemia
824,dexamethasone,Erythroblastic Anemia
832,dexfenfluramine,Obesity
2777,trovafloxacin,Complicated Streptococcus Peritonitis
2797,ursodiol,Primary biliary cirrhosis
2798,valaciclovir,Varicella
2798,valaciclovir,Suppression of Recurrent Herpes Simplex Infection in HIV
2784,tyramine,Hypercholesterolemia
2776,trospium,Increased Urinary Frequency
2975,histrelin,Advanced Prostatic Carcinoma
3064,capsaicin,Neuralgia
3208,ethylnorepinephrine,Asthma
2974,doxacurium,Skeletal Muscle Relaxation for Endotracheal Intubation
1353,haloperidol,Psychotic disorder
1393,hydromorphone,Severe Pain with Opioid Tolerance
1400,hydroxyzine,Allergic rhinitis
1388,hydrocortisone,Cyclitis
1440,indomethacin,Gout
2419,salmeterol,COPD Associated with Chronic Bronchitis
2487,succinic acid,Iron deficiency anemia
880,diflunisal,Pain
961,doxycycline,Inhalational anthrax
961,doxycycline,Gastrointestinal anthrax
954,doxazosin,Benign prostatic hyperplasia
2847,warfarin,Cerebral embolism
3617,tolnaftate,Tinea pedis
1407,ibuprofen,Juvenile rheumatoid arthritis
1421,ifosfamide,Testicular Germ Cell Tumor
1569,levofloxacin,Staphylococcus Saprophyticus Urinary Tract Infection
1572,levonorgestrel,Contraception
1572,levonorgestrel,Postmenopausal osteoporosis
1572,levonorgestrel,Menopausal flushing
1575,levosalbutamol,Bronchospasm Prevention
1579,lidocaine,Pediculosis capitis
2598,terbutaline,Bronchitis
2598,terbutaline,Acute exacerbation of asthma
2581,telithromycin,Chlamydial pneumonia
2684,tobramycin,Pseudomonas Aeruginosa Osteomyelitis
2699,tolmetin,Rheumatoid arthritis
2621,thiabendazole,Infection by Strongyloides
2661,tigecycline,Complicated Bacterial Peritonitis
2630,thiethylperazine,Nausea and vomiting
2727,triamcinolone diacetate,Rheumatic heart disease
989,efavirenz,HIV / AIDS (Human immunodeficiency virus infection)
1048,erythromycin,Erythrasma
1054,esmolol,Perioperative Tachycardia
4213,hydrocortisone acetate,Loeffler's syndrome
4199,potassium chloride,Incomplete passage of stool
4149,doripenem,Cholecystitis
4169,ceftaroline fosamil,Infection due to Staphylococcus aureus
1700,mepivacaine,Local anesthesia
1690,pethidine,Sedation as Adjunct to Anesthesia
1711,mesna,Testicular Germ Cell Tumor
1768,methylprednisolone,Nephrotic syndrome
1768,methylprednisolone,Ankylosing spondylitis
1759,methylclothiazide,Pulmonary Edema due to Chronic Heart Failure
2726,triamcinolone acetonide,Rheumatic heart disease
2807,vancomycin,Infectious disorder of joint
2838,ergocalciferol,Vitamin Deficiency Prevention
2777,trovafloxacin,Miscarriage with sepsis
2777,trovafloxacin,Complicated Skin and Skin Structure Pseudomonas Aeruginosa Infection
1128,famciclovir,Recurrent Mucocutaneous Herpes Simplex in Human Immunodeficiency Virus Infected Patients
1140,felbamate,Epilepsy
1261,fusidic acid,Uveitis
1217,fludroxycortide,Pruritus ani
1209,fluoxetine,"Bipolar affective disorder, current episode depression"
4265,gentamicin,Synergy for Pseudomonas Aeruginosa Pneumonia
4266,phenol,Itching of skin
4425,colistin,Otitis externa
4456,hydrocortisone succinate,Severe adrenal insufficiency
4477,sodium citrate,Nasal discharge
1802,midazolam,Sedation as Adjunct to Anesthesia
2803,valproic acid,Epilepsy
3018,benzethonium,Prevent Minor Bacterial Skin Infection
3208,ethylnorepinephrine,Bronchiectasis
3208,ethylnorepinephrine,Acute exacerbation of asthma
3142,difluprednate,Postoperative Ocular Pain
2840,colecalciferol,Prevention of dental caries
1205,fluocinonide,Granuloma annulare
1176,flecainide,Paroxysmal atrial flutter
4505,choline fenofibrate,Hyperlipidemia
4487,sodium polystyrene sulfonate,Hyperkalemia
4278,crospovidone,Tear film insufficiency
4290,magnesium sulfate,Severe pre eclampsia
4647,fluorometholone acetate,Allergic conjunctivitis
4520,potassium hydrogencarbonate,Indigestion
961,doxycycline,Syphilis
928,disulfiram,Alcoholism
1006,enalaprilat,Hypertensive disorder
3617,tolnaftate,Tinea barbae
1386,hydrocodone,Allergic rhinitis
1388,hydrocortisone,Scalp psoriasis
1388,hydrocortisone,Primary adrenocortical insufficiency
1388,hydrocortisone,Mycosis fungoides
1519,kanamycin,Bacterial septicemia
1429,imiquimod,Actinic keratosis
1426,imipenem,Peritonitis
184,amobarbital,Severe anxiety (panic)
1046,ertapenem,Urinary tract infection caused by Klebsiella
1055,esomeprazole,Gastroesophageal reflux disease
1098,etidronic acid,Heterotopic ossification
1115,etravirine,HIV / AIDS (Human immunodeficiency virus infection)
4183,indacaterol,Prevention of Bronchospasms with Emphysema
4149,doripenem,Abdominal abscess
4201,calcium chloride,Hypocalcemic tetany
1569,levofloxacin,Bacterial conjunctivitis
1549,arginine hydrochloride,Diagnostic Test for Growth Hormone Secretion
198,ampicillin,Neonatal Group B Streptococcal Septicemia
197,amphotericin B,Typhus Infections
1261,fusidic acid,Infectious disorder of joint
1229,fluvastatin,Arteriosclerotic vascular disease
1204,fluocinolone acetonide,Choroiditis
1205,fluocinonide,Eruption of skin
1205,fluocinonide,Pruritus ani
4265,gentamicin,Synergy for Bacterial Meningitis
4268,allantoin,Minor Skin Wound Pain
4247,neomycin,Minor Bacterial Skin Infections
4247,neomycin,Corneal abrasion
4434,calcium glycerylphosphate,Hypocalcemic tetany
4501,armodafinil,Sleepiness Due To Obstructive Sleep Apnea
4454,testosterone cypionate,Hormone receptor positive malignant neoplasm of breast
4505,choline fenofibrate,Hypercholesterolemia
4410,plerixafor,Peripheral Mobilization of Hematopoietic Stem Cells
1768,methylprednisolone,Bursitis
1738,methapyrilene,Nasal congestion
348,betamethasone,Psoriasis
323,benzocaine,Itching of skin
302,bendamustine,"Chronic lymphoid leukemia, disease"
403,bromocriptine,Acromegaly
1327,goserelin,Endometriosis
1282,gefitinib,"Non small cell lung cancer, positive for epidermal growth factor receptor expression"
1385,hydrochlorothiazide,Pulmonary Edema due to Chronic Heart Failure
1388,hydrocortisone,Inflammatory dermatosis
4284,silicon dioxide,Hiatal Hernia with Reflux Esophagitis
4284,silicon dioxide,Gastric Hypersecretory Conditions
4507,halcinonide,Atopic dermatitis
4,levobupivacaine,Anesthesia for cesarean section
26,fluorouracil,Metastatic Breast Carcinoma
52,paracetamol,Influenza like symptoms
1790,metronidazole,Peptococcus Peritonitis
1790,metronidazole,Clostridium Endomyometritis
1813,minocycline,Gingivostomatitis
1800,miconazole,Candidiasis of skin
1869,nafcillin,Infection of bone
1874,nalbuphine,Local anesthesia
546,cefotaxime,Proteus Pelvic Inflammatory Disease
539,cefmetazole,Urinary tract infectious disease
527,cefamandole,Skin and Skin Structure Proteus Infection
559,ceftazidime,Rhinoscleroma
1527,ketoconazole,Candidiasis of skin
1475,ipratropium,Bronchitis
1454,iodinated glycerol,Thick Bronchial Secretions
1517,ixabepilone,Carcinoma of breast
1423,imatinib,Dermatofibrosarcoma protuberans
1569,levofloxacin,Pneumonia due to Mycoplasma pneumoniae
1579,lidocaine,Neuralgia
56,acetazolamide,Edema
85,aciclovir,Herpes simplex
85,aciclovir,Genital herpes simplex
102,alatrofloxacin,Vaginal Hysterectomy Infection Prevention
150,amcinonide,Pruritus of genital organs
150,amcinonide,Atopic dermatitis
192,amoxicillin,Helicobacter pylori associated gastritis
195,amfetamine,Narcolepsy
198,ampicillin,Streptococcal tonsillitis
1854,moxifloxacin,Bacterial conjunctivitis
1859,mycophenolate mofetil,Prevention of Kidney Transplant Rejection
1981,ofloxacin,Legionella Pneumophila Pneumonia
1981,ofloxacin,Complicated E. Coli Peritonitis
1967,norfloxacin,Nongonococcal urethritis
1967,norfloxacin,Pneumonia
1981,ofloxacin,Nosocomial Pneumonia due to Methicillin Sensitive Staphylococcus Aureus
1967,norfloxacin,Infection of bone
1967,norfloxacin,Enterobacter Osteomyelitis
1963,norethindrone acetate,Secondary physiologic amenorrhea
2041,oxytetracycline,Infection of skin AND/OR subcutaneous tissue
2006,oxacillin,Staphylococcus Aureus Urinary Tract Infection
555,cefpodoxime proxetil,Acute exacerbation of chronic bronchitis
555,cefpodoxime proxetil,Acute otitis media
555,cefpodoxime proxetil,Streptococcus pyogenes infection
547,cefotetan,Clostridium Peritonitis
547,cefotetan,Skin and Skin Structure Proteus Infection
547,cefotetan,Peptococcus Peritonitis
550,cefoxitin,Staphylococcus Lung Abscess
550,cefoxitin,Klebsiella Pneumoniae Peritonitis
564,ceftriaxone,Acute gonococcal endometritis
1569,levofloxacin,Infection of skin AND/OR subcutaneous tissue
1659,medroxyprogesterone,Menopausal flushing
197,amphotericin B,Anthrax
257,atorvastatin,Slow Progression of Coronary Artery Disease
268,azatadine,Allergic rhinitis
279,aztreonam,Klebsiella Pelvic Inflammatory Disease
276,azithromycin,Pneumonia due to Mycoplasma pneumoniae
276,azithromycin,Infection due to Staphylococcus aureus
348,betamethasone,Dermatitis herpetiformis
2097,pentosan polysulfate,Urinary Tract Irritation
2114,phenacemide,Epilepsy characterized by intractable complex partial seizures
2082,benzylpenicillin,Bacterial endocarditis
2082,benzylpenicillin,Gas gangrene caused by clostridium perfringens
2082,benzylpenicillin,Scarlet fever
2082,benzylpenicillin,Neonatal pneumonia
2082,benzylpenicillin,Listeria meningitis
616,chlorphenamine,Allergic conjunctivitis
625,chlortalidone,Hypertensive disorder
625,chlortalidone,Peripheral Edema due to Chronic Heart Failure
645,cimetidine,Gastric ulcer
671,clemastine,Nasal discharge
678,clindamycin,Empyema of pleura
669,clavulanic acid,Staphylococcus Endometritis
663,citalopram,Major depressive disorder
1584,linezolid,Complicated Skin and Skin Structure Streptococcus Agalactiae Infection
1640,mazindol,Obesity
1594,lomefloxacin,Proteus Cystitis
1594,lomefloxacin,Moraxella Catarrhalis Chronic Bronchitis
1742,methdilazine,Allergic conjunctivitis
1757,methscopolamine,Irritable bowel syndrome
348,betamethasone,Post traumatic osteoarthritis
348,betamethasone,Articular gout
349,betamethasone acetate,Allergic rhinitis
435,bupropion,Seasonal affective disorder
463,caffeine,Dysmenorrhea
466,calcitriol,Renal osteodystrophy
2146,phenylephrine,Seasonal allergic rhinitis
2187,piperacillin,Complicated Proteus UTI
2187,piperacillin,Staphylococcus Nosocomial Pneumonia
2187,piperacillin,Skin and Skin Structure Acinetobacter Infection
2148,phenylpropanol,Common cold
2148,phenylpropanol,Sinus headache
2253,prednisone,Transfusion reaction due to serum protein reaction
2231,pralidoxime,Organophosphate poisoning
2233,pramipexole,Parkinson's disease
2228,polythiazide,Hypertensive disorder
720,cloxacillin,Acute bacterial sinusitis
734,cortisone acetate,Tinea cruris
726,colchicine,Chronic gouty arthritis
734,cortisone acetate,Itching of ear
765,cyproheptadine,Itching of skin
769,cysteine,Bronchiectasis
812,desipramine,Depressive disorder
1795,mezlocillin,Acute gonococcal cervicitis
1822,mivacurium,"Muscle relaxation, function"
1854,moxifloxacin,Rhinoscleroma
1981,ofloxacin,Mixed Gonococcal and Chlamydia Infection of the Cervix
1967,norfloxacin,Staphylococcus Cystitis
1967,norfloxacin,Citrobacter Urinary Tract Infection
1981,ofloxacin,Complicated Skin and Skin Structure Staphylococcus Aureus Infection
1261,fusidic acid,Chlamydia trachomatis infection of genital structure
1261,fusidic acid,Rickettsialpox
1261,fusidic acid,Synergy for Enterobacter Meningitis
1225,fluticasone propionate,Pulmonary emphysema
4383,calcium lactate,Hypocalcemic tetany
4621,levomefolic acid,Acne vulgaris
4520,potassium hydrogencarbonate,Gastric Hypersecretory Conditions
4520,potassium hydrogencarbonate,Hiatal Hernia with Reflux Esophagitis
527,cefamandole,Prevention of Perioperative Infection
564,ceftriaxone,Prevention of Perioperative Infection
576,cefradine,Lower respiratory tract infection
2481,streptomycin,Tularemia
2607,testosterone,Male hypogonadism
2610,tetracaine,Local anesthetic intrathecal block
2725,triamcinolone,Mycosis fungoides
2725,triamcinolone,Tendinitis
2706,topiramate,Lennox Gastaut syndrome
2725,triamcinolone,Thyroiditis
2684,tobramycin,Serratia Complicated UTI
1349,ulobetasol propionate,Atopic dermatitis
1385,hydrochlorothiazide,Edema due to Nephrotic Syndrome
4609,testosterone enantate,Undescended testicle
56,acetazolamide,Angle closure glaucoma
150,amcinonide,Eruption of skin
157,amikacin,Septicemia due to Serratia
607,chloroquine,Discoid lupus erythematosus
659,ciprofloxacin,Staphylococcus Epidermidis Skin and Skin Structure Infection
659,ciprofloxacin,Enterococcus Complicated UTI
659,ciprofloxacin,Providencia Urinary Tract Infection
668,clarithromycin,Pneumococcal pneumonia
2684,tobramycin,Keratoconjunctivitis
2684,tobramycin,Bacterial urinary infection
2727,triamcinolone diacetate,Follicular non Hodgkin's lymphoma
2727,triamcinolone diacetate,Discoid lupus erythematosus
2726,triamcinolone acetonide,Pruritus of genital organs
2726,triamcinolone acetonide,Seborrheic dermatitis
2726,triamcinolone acetonide,Tenosynovitis
1513,itraconazole,Blastomycosis
1454,iodinated glycerol,Common cold
1510,isoxsuprine,Cerebrovascular disease
1579,lidocaine,Local Anesthesia for Endotracheal Intubation
1579,lidocaine,Regional Anesthesia for Ophthalmologic Surgery
1528,ketoprofen,Dysmenorrhea
112,alendronic acid,Osteitis deformans
183,amlodipine,Myocardial Infarction Prevention
197,amphotericin B,Candidiasis of mouth
229,apraclonidine,Increased Intraocular Pressure after Ocular Procedure
720,cloxacillin,Staphylococcus Aureus Bronchitis
814,desloratadine,Nasal discharge
824,dexamethasone,Allergic otitis externa
824,dexamethasone,Keratitis
824,dexamethasone,Primary cutaneous T cell lymphoma
2823,vinblastine,Kaposi's sarcoma
2777,trovafloxacin,Complicated Skin and Skin Structure Enterococcus Faecalis Infection
1688,pecazine,Itching of skin
1695,mephenytoin,Epilepsy characterized by intractable complex partial seizures
1585,liothyronine,Hypothyroidism
1594,lomefloxacin,Acute bacterial bronchitis
1768,methylprednisolone,Crohn's disease
276,azithromycin,Moraxella Catarrhalis Pneumonia
328,benzoyl peroxide,Contact dermatitis
334,benzyl alcohol,Itching of skin
374,biperiden,Arteriosclerotic Parkinsonism
348,betamethasone,Tinea corporis
836,dexmethylphenidate,Attention deficit hyperactivity disorder
866,dicloxacillin,Infection due to Staphylococcus aureus
961,doxycycline,Granuloma inguinale
3658,xylometazoline,Nasal congestion
4021,porfimer,High Grade Dysplasia associated with Barrett's Esophagus
1790,metronidazole,Meningitis due to Bacteroides
1795,mezlocillin,Acute gonococcal urethritis
1832,mometasone furoate,Non allergic asthma
1802,midazolam,Anxiety
466,calcitriol,Hypocalcemia from End Stage Renal Disease with Dialysis
534,cefditoren pivoxil,Haemophilus influenzae pneumonia
533,cefdinir,Infective otitis media
550,cefoxitin,Acute gonococcal cervicitis
547,cefotetan,Inflammatory Disease of Female Pelvic Organs
550,cefoxitin,Prevention of Perioperative Infection
550,cefoxitin,Haemophilus influenzae pneumonia
562,ceftibuten,Streptococcal tonsillitis
983,econazole,Tinea pedis
983,econazole,Pityriasis versicolor
1028,epinephrine,"Local anesthesia, by infiltration"
1057,estradiol,Metastatic Prostate Carcinoma
1048,erythromycin,Infection of skin AND/OR subcutaneous tissue
4244,magnesium hydroxide,Indigestion
4152,permethrin,Pediculosis capitis
